text,label,
32 year old man charged with defiling niece  ,0,
kenya to benefit from uk's sh500 million livestock research fund  ,0,
cj @dkmaraga warns against contempt of court orders  #migunadeported ,0,
"i will be back, vows miguna miguna as he arrives in canada  via @olickfelix #migunadeported ",
ngo board to pay sh2 million for freezing @thekhrc accounts  ,0,
"in today's star: i will be back, vows miguna miguna  #migunadeported ",
kisumu starts relocation of solid waste from kachok to new dumpsite in kajulu  via @faymatete ,0,
avocado traders ‘will follow’ export rules as ban lifted  via @elizabethkivuva ,0,
review agoa act for kenya tea to access us market  via @agathangotho ,0,
former quail farmer finds security in chicken farming  via @sigei_benard1 ,0,
"okech kendo: we need light, not this darkness  ",
chris harrison: long service at work redefined  ,0,
"census planned for august next year, cabinet memo says  via @vidijapatrick ",
liquor traders to be taxed for murang’a addicts rehab  via @alicewangechi ,0,
"sell insurance online to stay ahead, agents told   via @ladykanyali ",
"omtatah ordered to serve matiang’i, mucheru in person in contempt suit  via @wambulwaannette ",
"weta skipped oath to plan his 2022 bid, says simiyu  via @jonaliash ",
residents denied chance to feast on hippo in migori  via @manuelodeny ,0,
muhuri seeks millions in damages for terror link  via @malemba_mkongo ,0,
"kenya crackdown on media, opposition attracts heavy criticism  #migunadeported… ",
"close all unguarded hostels, mp says after students are raped  ",
tenants told to pay accrued rent in mariakani estate feud  via @joseph_ndunda ,0,
"counties need sh3.6bn funding back, eu told  via @ndanyi_mathews ",
mps reviews migrant workers' terms to curb abuse  ,0,
court to rule on starehe mp election petition on february 26  via @carolynekubwa ,0,
relief for johana ng'eno as court throws out election petition  ,0,
"summon musalia, don’t attack him,
babu owino camps at parliament for fear of arrest  @babu_owino ,0,
state to close masinga dam in four weeks if the rains fail  via @yobramos4 ,0,
co-op bank emerges top in kba awards  via @elizabethkivuva ,0,
oldest british man had dark skin and blue eyes - scientists  ,0,
ngos board to pay khrc sh2 million for illegal deregistration  via @mainacarole ,0,
"coast firmly in odm, kingi's views personal - hatimi  via @oduorernest ",
daudi mwenda: nasa can and must rise again  ,0,
i was treated like a beast before 'illegal' deportation - miguna  ,0,
dams that supply cape town fall further as water crisis looms  ,0,
"farmers are urged not to burn maize husks, protect forests  via @sk_rutto ",
'get down to work': uhuru breaks his silence amid political tensions  ,0,
tsc wrong to 'secretly' interdict 41 meru teachers - kuppet official  ,0,
betty tett's adopted son wants to know his biological parents  ,0,
"all kenyans must follow court orders, maraga says after miguna drama  via @nancyagutu… ",
'let them dare': @hassanalijoho says he won't surrender his passport   via @oduorernest ,0,
the 'movie script' of general miguna's deportation after raila oath  via @olivermathenge… ,0,
family sues mathari hosptial after rehab patient found beaten and left for dead  ,0,
editorial cartoon: #migunadeported #amsterdam the joke is on us...someone in #govt having a hearty laugh via… ,0,
"matiang'i declared miguna a prohibited immigrant, court told  via @mainacarole… ",
"media wars, tv shutdown hurt share prices  via @alykhansatchu ",
cave of the cutter: villager reveals instrument she uses to carry out fgm  ,0,
south africa: anc holds 'fruitful' talks with president zuma  ,0,
"nasa in quest for new presidential poll, plans national people's assembly  via @achiaawich ",
over 200 nairobi street families evicted in major crackdown  via @misskinyanjuimo ,0,
"naivasha thugs arrested, two pistols recovered after a foiled robbery  ",
ex-githurai cop katitu found guilty of suspect's murder  ,0,
nse falls on account of bear-run in us  @nsekenya ,0,
big read: how efforts to have a baby left me permanently sick  via @monicahmwangi ,0,
court orders kihalangwa to swear affidavit on miguna deportation  #migunadeported ,0,
"rt @thestarbreaking: police arrest two suspected thugs on naivasha-mai mahiu road, recover two pistols and 920 stolen gas cylinders. ",
"canada wanted 'their miguna' back, says interior ministry  via @nancyagutu #migunadeported ",
treasury to issue ‘green’ bond to fund nature projects this year  ,0,
rt @thestarbreaking: high court judge luka kimaru orders the director of immigration gordon kihalagwa to file affidavits explaining circums…,0,
painkillers can soothe broken heart for women - study  ,0,
twenty children benefit from free heart surgeries  via @monicahmwangi ,0,
body of kenyan killed in germany to arrive home  ,0,
"ban on plastic bags succeeding despite small hiccups, says ps  ",
star editorial: jp’s ‘revisiting’ judiciary threat is rearing its head  ,0,
#corridorsofpower: has the swearing-in of nasa leader raila odinga as the “people’s president” set a precedent in t… ,0,
korane not on list of uon’s december 2011 graduands  ,0,
world anti-fgm day: hope as circumcisers give up and survivors speak out  #endfgm ,0,
orphan wins sh230 million sportpesa mega jackpot  #sportpesamegajackpot @sportpesa ,0,
"i'm still the boss, linda boni ex-director kanyiri says after reshuffle  ",
"nasa mps want matiang'i, mucheru and ca grilled over tvs shutdown  #mediashutdownke ",
"i've never renounced kenyan citizenship, miguna speaks from amsterdam  #migunadeported ",
counties to get sh368 billion in equitable revenue share - ruto  ,0,
state confirms kicking miguna out of the country  #migunadeported ,0,
nakuru confirms two cases of chikungunya  ,0,
'strikes will be history': labour committee introduces dispute resolution bill  ,0,
"fgm survivors tell of ordeal, call for end to degrading painful practice  via @muhindi_suu… ",
'kenya kuna matata': we must abandon path of darkness and death - @wmutunga  ,0,
"tvs shutdown saved lives, uhuru is kenya's only ruler - mombasa somalis  #mediashutdownke ",
"confirm miguna's whereabouts, mp kaluma asks canadian embassy  #migunadeported ",
"condemn uhuru's autocracy in raila oath crackdown, washington post tells trump  via… ",
"wind power contractor broke, exposes kenyans to huge fines  via @bwasuna ",
"olx shutting down kenya, nigeria outlets  ",
waikwa wanyoike: withdrawal of passports was extremely unconstitutional  #migunadeported ,0,
"rt @thestarbreaking: olx to shut down its operations in kenya and nigeria, staff termination notice to begins in march. ",
matatu driver charged with assaulting police officer  ,0,
this man miguna: what next after lawyer buddies up with raila?  via @nancyagutu… ,0,
vote: is it right to revoke nasa leaders' passports? #starsurvey #migunadeported,0,
miguna 'deported' to canada - lawyer nelson havi  #migunadeported ,0,
did 'jimmy wanjigi' die without kenyans' knowledge? - kot  ,0,
state confirms kicking miguna out of the country  via @olivermathenge ,0,
"kenya becoming lawless, election was coup - raila  ",
"i'll fight to the end, defiant miguna says after deportation  ",
"i’m ready to be sworn in, wiper’s kalonzo declares  ",
"in today's star: kenya becoming lawless, election was coup - raila  ",
private sector on road to recovery after tough 2017  via @muhatiaa ,0,
activist accuses wangamati’s guards of assault at stadium   via @jonaliash ,0,
"[video] coast leaders to form own party, to go it alone in 2022,
barrack muli: excellence and experience matter  ,0,
"youth our best hope, resource  via @alexawiti ",
"sheep sell for sh1,000 as marakwets flee rustlers  via @sk_rutto ",
cma hunts cleared former uchumi directors afresh  via @itsamadala ,0,
state confirms sending miguna back to canada  via @thestarkenya ,0,
state confirms sending miguna back to canada  via @thestarkenya ,0,
how a radio series about lake victoria’s troubles missed the mark  ,0,
officers praised for ‘subduing’ shabaab  via @astarikostephen ,0,
"hands off our girls, lamu sex pests told  via @ppcheti ",
petitioners ordered to pay sh8m costs as court upholds ongeri win  via @nyagesiba ,0,
"new rules give psc powers over state corporations, hiring staff  via @jomunji ",
breaking the silence on the cruel cut  #endfgm ,0,
posh palace owner set to launch travel series show  via @tracykoki ,0,
free condoms for residents after rise in hiv-aids spread  ,0,
"our husbands, sons on the run due to police brutality – women  via @ndichuwainaina ",
bungoma county sets aside sh200m for kaduyi stadium upgrade  via @jonaliash ,0,
"prevent our children from joining al shabaab ranks, marsabit parents tell government  ",
wildlife corridors blocked by fences in masai mara  via @kiplangatkirui ,0,
"i’ll ensure unga is affordable, says kiunjuri  ",
"teacher killed, students injured after cheptais school bus overturns in sirisia  via… ",
"kericho, kisumu psv operators clash over miguna's arrest  ",
morgan tsvangirai critically ill in south africa - party source  ,0,
chaos at high court as miguna's supporters demand to see him  via @nancyagutu ,0,
leonard khafafa: raila’s brand is wearing thin  ,0,
editorial cartoon:  #freemigunamigunanow #justicekimaru the soap opera that is @npsofficial_ke via @ndula_victor ,0,
"i'm not a coward, nasa to solve issues before swearing-in,
"aladwa sent to dci, asks maraga to help with court orders  via @joseph_ndunda ",
kiambu cop to remain in custody until gun renting case ends  ,0,
gordon ogada wins sh230.7 million sportpesa jackpot  #sportpesamegajackpot ,0,
"release miguna immediately, judge kimaru tells police  via @nancyagutu and @mainacarole ",
sa postpones zuma state of nation speech  ,0,
.@shaffieweru gifts @adelleo sh140k shoes on her birthday  via @tracykoki ,0,
"rt @thestarbreaking: high court judge luka kimaru directs miguna miguna be freed immediately says the lawyer remains free on a sh50,000 an…",
al hilal snub gor: kog’alo friendly against sudanese side called off  ,0,
anc to decide 'matter of serious concern' in zuma showdown  ,0,
nyong’o and owili sue government for security withdrawal  via @alalmaurice ,0,
court directs boinnet to reinstate nasa mps' bodyguards  via @wambulwaannette ,0,
"miguna en route to nairobi, raila waiting at high court  via @kmarindany ",
how a radio series about lake victoria’s troubles missed the mark  ,0,
raila oath: jubilee accuses judges of shielding nasa politicians  via @wa_njala ,0,
rt @thestarbreaking: kajiado court rules that miguna miguna be taken to nairobi high court by 3pm today. ,0,
"kisumu residents stage protests, want miguna freed unconditionally  via @faymatete ",
david ndii's passport suspended amid raila oath crackdown  ,0,
lawyers don purple ribbons in solidarity with miguna  via @mainacarole ,0,
"cheap chinese, indian,
"ruling in keter, kangogo and mbito petitions out at end month  via @ndanyi_mathews ",
sportpesa announces winner of ksh230 million jackpot  ,0,
wiper officials meet to chart way forward amid disquiet in nasa  ,0,
rt @thestarbreaking: immigration director revokes david ndii's passport. ,0,
undetected high blood pressure found in new mums  ,0,
state's culture of disobeying court orders worrying - ombudsman  ,0,
